 num_hrefs, num_imgs, num_videos, title_subjectivity, title_sentiment_polarity, abs_title_subjectivity, abs_title_sentiment_polarity, shares
4,1,0,0,0,0.5,0,1100
5,0,1,0,0,0.5,0,1600
7,1,0,0,0,0.5,0,3100
5,0,0,0.454545455,0.136363636,0.045454545,0.136363636,1600
1,0,2,0,0,0.5,0,800
2,1,0,0,0,0.5,0,6700
2,1,0,0,0,0.5,0,1200
4,0,8,0,0,0.5,0,23500
6,0,26,0.65,0.4375,0.15,0.4375,9700
2,1,0,0.454545455,0.136363636,0.045454545,0.136363636,649
13,7,1,0.454545455,0.136363636,0.045454545,0.136363636,945
4,1,0,0.5,0.5,0,0.5,902
4,1,0,0,0,0.5,0,964
6,1,0,0,0,0.5,0,1700
6,1,0,0,0,0.5,0,1000
17,0,11,0.518939394,0.276515152,0.018939394,0.276515152,2800
9,0,0,0,0,0.5,0,1300
13,10,1,0.3,0.2,0.2,0.2,11900
34,20,0,0,0,0.5,0,21800
12,1,0,0,0,0.5,0,1000
34,14,0,0.454545455,0.136363636,0.045454545,0.136363636,1700
10,1,0,0.443181818,0.278787879,0.056818182,0.278787879,940
9,1,0,0.1,0.2,0.4,0.2,741
15,1,0,0,0,0.5,0,711
6,16,0,0,0,0.5,0,1200
4,16,0,0,0,0.5,0,3000
5,0,26,0,0,0.5,0,1100
9,1,0,0.25,-0.004166667,0.25,0.004166667,1900
18,12,0,0.277272727,0.068181818,0.222727273,0.068181818,6300
4,1,1,0,0,0.5,0,1000
10,1,0,0.642857143,0.214285714,0.142857143,0.214285714,1400
5,12,0,0.875,-0.2125,0.375,0.2125,1000
22,1,0,0,0,0.5,0,1100
4,1,0,0,0,0.5,0,1900
4,1,1,0,0,0.5,0,3000
5,1,0,0,0,0.5,0,1400
10,1,1,0,0,0.5,0,16300
4,0,17,0,0,0.5,0,7400
2,0,1,0.2,0.3,0.3,0.3,1200
7,1,0,0,0,0.5,0,2100
24,1,0,1,-0.5,0.5,0.5,3800
7,0,0,0.375,-0.125,0.125,0.125,1100
5,1,0,0,0,0.5,0,7100
17,1,1,0,0,0.5,0,1700
13,7,1,0,0,0.5,0,950
2,1,0,0,0,0.5,0,1300
55,1,0,1,0.5,0.5,0.5,5700
6,1,0,0.288888889,-0.155555556,0.211111111,0.155555556,1300
18,1,0,0.233333333,0.066666667,0.266666667,0.066666667,1100
4,0,1,0.6,0.5,0.1,0.5,2100
16,1,0,0,0,0.5,0,2200
28,24,0,0.625,-0.1,0.125,0.1,896
3,1,0,0.5,0.25,0,0.25,1200
4,1,0,0,0,0.5,0,784
25,0,11,0,0,0.5,0,112500
12,1,0,0.5,0.5,0,0.5,897
7,1,0,0.5,0,0,0,3900
5,1,0,0,0,0.5,0,1100
5,0,1,0,0,0.5,0,6700
2,1,0,0.65,-0.2,0.15,0.2,1000
5,1,0,0.4,-0.05,0.1,0.05,970
8,1,0,0.260606061,0.084848485,0.239393939,0.084848485,1300
4,1,0,0,0,0.5,0,2200
7,0,0,0.375,-0.125,0.125,0.125,882
4,1,0,0,0,0.5,0,2900
3,0,1,0,0,0.5,0,2800
14,11,1,0,0,0.5,0,3100
14,7,7,0.54,0.16,0.04,0.16,6600
19,0,1,1,1,0.5,1,16200
10,1,0,0,0,0.5,0,823
11,1,0,0,0,0.5,0,1100
2,1,1,0.8,0.125,0.3,0.125,3700
6,1,0,0,0,0.5,0,878
10,1,0,0,0,0.5,0,1400
0,1,0,0.55,0.35,0.05,0.35,1400
5,0,1,0,0,0.5,0,1700
5,1,1,0.571428571,0.357142857,0.071428571,0.357142857,5100
1,1,0,0,0,0.5,0,3600
1,1,0,0,0,0.5,0,618
2,0,1,0,0,0.5,0,1500
4,0,26,0,0,0.5,0,899
13,1,0,0.625,0.125,0.125,0.125,6300
9,1,0,0.7,0.55,0.2,0.55,2800
9,1,0,0.3,1,0.2,1,952
0,1,0,0.333333333,0.25,0.166666667,0.25,1100
4,0,1,0,0,0.5,0,1100
89,52,0,0.55,0.25,0.05,0.25,1700
10,1,0,0,0,0.5,0,2800
4,15,1,0,0,0.5,0,1800
17,1,0,0,0,0.5,0,3700
6,0,17,1,0.5,0.5,0.5,7400
5,1,0,0.454545455,0.136363636,0.045454545,0.136363636,971
5,0,1,0.65,-0.55,0.15,0.55,1800
23,11,0,0,0,0.5,0,9200
6,1,0,0,0,0.5,0,5100
6,0,1,0,0,0.5,0,1900
9,1,0,0.55,-0.148484848,0.05,0.148484848,1400
8,0,1,1,-1,0.5,1,3300
19,13,0,0,0,0.5,0,1400
15,1,22,0.5,0.5,0,0.5,3000
12,1,0,0.1,0,0.4,0,2800
5,1,0,0.6,0.7,0.1,0.7,1600
7,1,0,0,0,0.5,0,5400
13,19,0,0,0,0.5,0,1300
2,1,0,0.116666667,-0.083333333,0.383333333,0.083333333,1200
2,0,1,0,0,0.5,0,1400
7,1,0,0,0,0.5,0,2000
24,20,2,0,0,0.5,0,50200
1,1,0,0,0,0.5,0,1400
0,1,0,0,0,0.5,0,1300
5,0,0,0,0,0.5,0,1400
6,1,0,0.125,0,0.375,0,1500
23,11,0,0.3,1,0.2,1,1300
5,1,0,0,0,0.5,0,5100
6,1,0,0.4,0.1,0.1,0.1,3700
4,1,0,0.414285714,0.007142857,0.085714286,0.007142857,3100
24,1,0,0.428571429,0.214285714,0.071428571,0.214285714,1300
7,1,0,0,0,0.5,0,1600
24,1,0,0.166666667,0.166666667,0.333333333,0.166666667,1400
3,0,0,0.7,0.175,0.2,0.175,2200
13,1,0,0,0,0.5,0,1500
10,1,0,0.454545455,0.136363636,0.045454545,0.136363636,13700
6,0,0,0.375,-0.125,0.125,0.125,969
9,1,0,0.1,-0.1,0.4,0.1,1200
8,1,0,0,0,0.5,0,1100
8,1,0,0.684848485,0.478787879,0.184848485,0.478787879,1400
7,0,2,0,0,0.5,0,1600
3,0,11,0.5,-0.1875,0,0.1875,2300
74,1,0,0,0,0.5,0,2800
4,1,0,0,0,0.5,0,710
7,21,0,0,0,0.5,0,2200
16,1,0,0,0,0.5,0,2000
8,1,0,0,0,0.5,0,850
4,0,1,0,0,0.5,0,1100
3,1,0,1,-0.5,0.5,0.5,2900
6,0,1,0.85,0.7,0.35,0.7,1800
8,1,0,0.3,-0.2,0.2,0.2,1300
4,1,1,0.833333333,0.433333333,0.333333333,0.433333333,3200
4,1,1,0.433333333,0.166666667,0.066666667,0.166666667,1300
9,1,0,0.066666667,0.033333333,0.433333333,0.033333333,928
8,1,0,0.9,-0.5,0.4,0.5,1200
12,18,0,0,0,0.5,0,868
9,1,0,0,0,0.5,0,1300
1,1,4,0.618181818,-0.254545455,0.118181818,0.254545455,1100
2,1,0,0.247619048,0.123809524,0.252380952,0.123809524,4100
15,1,12,0,0,0.5,0,2500
16,1,0,0,0,0.5,0,1600
5,1,1,0.477272727,0.136363636,0.022727273,0.136363636,1400
6,0,0,0,0,0.5,0,2000
5,1,0,0.1,-0.1,0.4,0.1,6900
10,8,0,0,0,0.5,0,3300
4,1,0,0.454545455,0.136363636,0.045454545,0.136363636,2700
6,1,0,0,0,0.5,0,1600
11,1,0,0.354166667,0.125,0.145833333,0.125,1500
1,1,0,0,0,0.5,0,8100
2,0,0,0,0,0.5,0,1700
23,12,1,0,-0.008333333,0.5,0.008333333,11500
4,0,1,0,0,0.5,0,2200
5,1,0,0,0,0.5,0,1900
12,11,0,0.75,0.75,0.25,0.75,2100
46,1,0,0,0,0.5,0,2900
7,0,0,0,0,0.5,0,15400
7,1,0,0,0,0.5,0,2800
7,0,0,0,0,0.5,0,1200
38,11,0,0,0,0.5,0,1700
6,1,0,0,0,0.5,0,1100
3,8,0,0,0,0.5,0,1600
10,1,0,0,0,0.5,0,1200
71,32,0,1,0.1,0.5,0.1,1200
3,0,0,0.5,0.25,0,0.25,2200
5,1,0,0,0,0.5,0,2200
13,1,0,0.066666667,0.033333333,0.433333333,0.033333333,2500
24,1,0,0,0,0.5,0,1400
19,11,0,0.5,0.5,0,0.5,2300
37,11,0,0.4375,0.1875,0.0625,0.1875,13900
12,1,0,0.066666667,0.033333333,0.433333333,0.033333333,10100
22,1,0,0,0,0.5,0,3100
11,0,0,0.288888889,-0.155555556,0.211111111,0.155555556,1400
4,0,0,0.3,0.2,0.2,0.2,6600
11,1,0,0,0,0.5,0,2100
11,1,1,0.454545455,0.136363636,0.045454545,0.136363636,1200
12,6,0,0.5,0.5,0,0.5,1800
6,0,1,1,0.5,0.5,0.5,1600
13,1,0,0,0,0.5,0,1700
26,1,0,0,0,0.5,0,2800
36,1,0,0.7,0.5375,0.2,0.5375,4300
5,0,0,1,-1,0.5,1,2800
5,0,0,0.5,0.5,0,0.5,2000
68,1,0,0.6,0.4,0.1,0.4,3900
3,0,1,0.425,0.2,0.075,0.2,6400
7,0,0,0.4,-0.4,0.1,0.4,5100
31,11,0,0,0,0.5,0,1900
11,1,0,0,0,0.5,0,1800
8,7,0,0.5,0.5,0,0.5,2300
2,0,1,0.6,-0.433333333,0.1,0.433333333,3500
13,9,0,0.357142857,0,0.142857143,0,14000
5,1,0,0,0,0.5,0,1100
7,0,1,0.539772727,0.068181818,0.039772727,0.068181818,17100
34,30,0,0.2,0.1,0.3,0.1,1400
6,1,0,0,0,0.5,0,17600
5,1,0,0.55,0.35,0.05,0.35,2600
3,0,0,0,0,0.5,0,1100
3,0,1,0,0,0.5,0,13800
4,15,1,0.454545455,0.136363636,0.045454545,0.136363636,1200
18,1,0,0,0,0.5,0,806
8,1,0,0.333333333,0.25,0.166666667,0.25,834
15,1,0,0.066666667,0.033333333,0.433333333,0.033333333,4400
4,1,0,0.410714286,0.178571429,0.089285714,0.178571429,1200
4,0,1,0.89,-0.781666667,0.39,0.781666667,4400
18,14,0,0.3,-0.2,0.2,0.2,1200
2,1,0,0,0,0.5,0,932
3,1,0,0.283333333,0.1,0.216666667,0.1,817
3,0,2,0,0,0.5,0,1800
7,0,0,0.5,0.25,0,0.25,2900
7,16,0,0.166666667,-0.166666667,0.333333333,0.166666667,1900
11,9,0,0.4,0.4,0.1,0.4,1600
42,9,0,0.6,0.7,0.1,0.7,1100
18,1,9,0,0,0.5,0,2100
2,0,1,0.9,0.8,0.4,0.8,1900
10,1,0,0,0,0.5,0,2500
2,0,7,0,0,0.5,0,2400
7,1,0,0.416666667,0.375,0.083333333,0.375,1600
8,1,0,0.375,-0.125,0.125,0.125,1700
15,1,1,0.334415584,0.032467532,0.165584416,0.032467532,2700
21,0,0,0.25,0.25,0.25,0.25,1700
51,31,0,0.5,-0.25,0,0.25,1700
4,0,0,0.25,0.233333333,0.25,0.233333333,2500
10,1,0,0,0,0.5,0,1700
7,5,0,0.3,1,0.2,1,4100
11,1,0,0,0,0.5,0,3300
22,1,0,0.3,-0.5,0.2,0.5,6200
7,1,1,0,0,0.5,0,14300
12,11,0,0,0,0.5,0,1600
1,1,0,0,0,0.5,0,1400
5,12,0,0,0,0.5,0,937
6,1,0,0.642857143,0.214285714,0.142857143,0.214285714,1100
5,1,21,0,0,0.5,0,1400
15,9,1,0.2,0.1,0.3,0.1,3300
15,1,0,0,0,0.5,0,1500
7,1,0,0,0,0.5,0,1000
5,1,0,0,0,0.5,0,2800
10,1,11,0,0,0.5,0,1600
6,0,16,0.6,-0.116666667,0.1,0.116666667,4400
3,0,12,0,0,0.5,0,13700
4,1,0,0,0,0.5,0,3200
6,1,0,0.066666667,0.033333333,0.433333333,0.033333333,1400
8,1,1,0.066666667,0.033333333,0.433333333,0.033333333,5000
32,1,0,0,0,0.5,0,2700
7,0,10,0.236111111,0,0.263888889,0,1700
10,1,0,0,0,0.5,0,1100
2,1,0,0.5,0.5,0,0.5,6200
16,0,9,0.9,0.6,0.4,0.6,3500
8,0,0,0,0,0.5,0,11000
5,1,0,0,0,0.5,0,1400
9,1,0,0.227272727,0.068181818,0.272727273,0.068181818,1500
25,0,0,0.9,0.9,0.4,0.9,642
15,1,1,0.166666667,0.125,0.333333333,0.125,1400
7,1,0,0,0,0.5,0,918
7,1,0,0.066666667,0.033333333,0.433333333,0.033333333,2700
14,1,0,0.3,-0.2,0.2,0.2,1900
0,1,0,0.454545455,0.136363636,0.045454545,0.136363636,1300
7,1,0,0,0,0.5,0,1000
3,1,0,0.333333333,0.25,0.166666667,0.25,1400
7,1,0,0,0,0.5,0,1500
4,0,0,0,0,0.5,0,2500
4,1,0,0.066666667,0,0.433333333,0,1200
5,21,0,0,0,0.5,0,1800
7,15,1,1,0,0.5,0,1900
10,1,0,0,0,0.5,0,2400
19,1,1,1,0.6,0.5,0.6,1600
5,0,1,0.7,0.4,0.2,0.4,1400
2,0,2,0,0,0.5,0,783
5,0,1,0.6,-0.3,0.1,0.3,1600
10,1,0,0,0,0.5,0,1900
45,25,1,0.5,0.5,0,0.5,4300
22,20,1,0,0,0.5,0,825
11,0,1,0,0,0.5,0,2300
5,0,21,0,0,0.5,0,93800
12,11,0,0.65,0.35,0.15,0.35,2000
3,1,0,0.25,0.2,0.25,0.2,13400
4,0,0,0.5,0.25,0,0.25,2400
6,0,0,0,0,0.5,0,1900
3,1,0,0,0,0.5,0,5800
10,1,0,0,0,0.5,0,1200
3,0,0,0,0,0.5,0,1500
7,1,0,0.033333333,0.016666667,0.466666667,0.016666667,2900
9,1,0,0,0,0.5,0,3000
8,1,0,0,0,0.5,0,1200
27,12,1,0.9,0.6,0.4,0.6,1400
8,1,0,0,0,0.5,0,2600
6,15,0,0,0,0.5,0,1400
11,24,0,1,0.5,0.5,0.5,2100
6,0,0,0.375,-0.125,0.125,0.125,1000
4,1,0,0.454545455,0.136363636,0.045454545,0.136363636,1300
5,1,0,0.066666667,0.033333333,0.433333333,0.033333333,1400
7,1,0,0,0,0.5,0,987
4,1,0,0,0,0.5,0,1300
9,0,1,0,0,0.5,0,3600
8,61,0,0,0,0.5,0,901
3,1,0,0.454545455,0.136363636,0.045454545,0.136363636,7800
9,1,0,0.5,-0.3,0,0.3,2600
7,1,1,0.575,0.20625,0.075,0.20625,1000
4,1,0,0,0,0.5,0,1300
21,10,1,0,0,0.5,0,1000
2,1,0,1,-0.25,0.5,0.25,1300
3,1,0,0.9,0.9,0.4,0.9,2400
9,1,0,0,0,0.5,0,2500
1,0,1,0.45,-0.325,0.05,0.325,6600
8,0,13,0.5,0.5,0,0.5,1700
10,1,0,0,0,0.5,0,1800
9,1,0,0.9,-0.6,0.4,0.6,882
2,0,1,0,0,0.5,0,1100
0,1,14,0,0,0.5,0,8400
7,1,0,0,0,0.5,0,2300
7,1,10,0.6,0.4,0.1,0.4,3900
3,1,0,0.45,0.175,0.05,0.175,1500
10,1,0,0.454545455,0.136363636,0.045454545,0.136363636,602
21,1,0,0.5625,0.1,0.0625,0.1,6500
8,1,0,0,0,0.5,0,3100
5,1,0,0.5,0.5,0,0.5,959
5,1,0,0.05,0,0.45,0,1200
5,1,0,0,0,0.5,0,2500
3,1,0,0,0,0.5,0,1300
83,47,0,0.9,0.6,0.4,0.6,2600
8,1,0,0.2,0.1,0.3,0.1,3400
6,0,1,0,0,0.5,0,1100
4,1,0,0.3,1,0.2,1,2600
2,1,0,0,0,0.5,0,1000
4,15,0,0,0,0.5,0,814
9,0,0,0.333333333,0.25,0.166666667,0.25,6400
9,1,0,0,0,0.5,0,2000
11,1,1,0,0,0.5,0,2300
4,1,0,0.454545455,0.136363636,0.045454545,0.136363636,2500
42,1,6,0.85,0.7,0.35,0.7,5900
29,26,1,0.5,-0.4,0,0.4,2100
7,0,1,0.260606061,0.084848485,0.239393939,0.084848485,1400
8,1,0,0,0,0.5,0,973
6,1,11,0.7,0.4,0.2,0.4,2200
3,0,0,0.416666667,0.25,0.083333333,0.25,1400
6,0,26,0.3,-0.5,0.2,0.5,986
11,8,1,0.3,1,0.2,1,7700
5,1,0,0,0,0.5,0,753
4,1,3,0.602272727,0.468181818,0.102272727,0.468181818,17600
11,1,0,0.2,-0.1,0.3,0.1,2200
10,1,0,1,0,0.5,0,887
21,26,0,0.454545455,0.136363636,0.045454545,0.136363636,2500
3,12,0,0.1,0,0.4,0,3900
9,60,0,0.15,0.25,0.35,0.25,3900
4,19,0,0.75,0.068181818,0.25,0.068181818,2200
20,8,0,0,0,0.5,0,1600
4,1,0,1,-0.5,0.5,0.5,1900
9,1,0,0,0,0.5,0,1400
6,1,0,0,0,0.5,0,1100
7,1,0,0,0,0.5,0,1200
4,1,0,0.3,0.1,0.2,0.1,1300
21,0,0,0.45,0.25,0.05,0.25,1100
17,11,0,0.166666667,0,0.333333333,0,1800
4,1,0,0,0,0.5,0,2500
2,1,0,0,0,0.5,0,1900
6,0,0,0.375,-0.125,0.125,0.125,943
4,0,1,0,0,0.5,0,1200
8,1,0,0,0,0.5,0,1200
5,1,0,0.155555556,-0.122222222,0.344444444,0.122222222,1000
5,1,0,0.454545455,0.136363636,0.045454545,0.136363636,1500
3,1,0,0,0,0.5,0,2000
4,1,0,0.625,-0.375,0.125,0.375,498
4,1,1,0.333333333,0.25,0.166666667,0.25,2200
10,1,0,0,0,0.5,0,5600
0,0,0,0.5,0.25,0,0.25,12300
20,1,0,0,0,0.5,0,4200
3,1,0,0.6,-0.4,0.1,0.4,1800
10,1,0,0,0,0.5,0,830
20,1,0,0,0,0.5,0,1700
6,1,0,0,0,0.5,0,2600
5,14,0,0.333333333,0.166666667,0.166666667,0.166666667,963
6,1,0,0.616666667,0.216666667,0.116666667,0.216666667,1700
16,11,1,0.5,0.5,0,0.5,1800
19,9,0,0.5,0.2,0,0.2,5800
5,1,0,0.333333333,0.25,0.166666667,0.25,2200
1,0,1,0,0,0.5,0,2600
3,1,0,0,0,0.5,0,1400
7,0,0,0.5,0.5,0,0.5,1300
56,16,2,0,0,0.5,0,5500
9,1,0,0.066666667,0.033333333,0.433333333,0.033333333,1200
7,0,1,0.75,0.5,0.25,0.5,4500
3,0,1,0,0,0.5,0,2200
7,18,0,0,0,0.5,0,2100
6,1,0,0.75,0,0.25,0,2200
10,1,0,0,0,0.5,0,4100
5,1,0,0,0,0.5,0,1300
14,1,10,0,0,0.5,0,4900
9,1,0,0,0,0.5,0,597
5,1,0,0.4,-0.1,0.1,0.1,1500
5,0,2,0,0,0.5,0,2000
2,1,0,0.288888889,-0.155555556,0.211111111,0.155555556,979
14,11,0,0.6,0.45,0.1,0.45,2400
4,0,1,0,0,0.5,0,7700
11,0,0,0,0,0.5,0,3300
4,1,0,0.383333333,0.1,0.116666667,0.1,1000
1,1,0,0,0,0.5,0,1600
2,1,0,0.429166667,0.204166667,0.070833333,0.204166667,1000
7,1,0,0.4,0.1,0.1,0.1,1100
5,0,10,0,0,0.5,0,2500
4,0,1,0,0,0.5,0,953
22,1,0,0.7,0.25,0.2,0.25,2100
17,1,0,0.3,0.2,0.2,0.2,1500
16,1,0,0,0,0.5,0,2200
2,1,0,0,0,0.5,0,432
7,1,0,0,0,0.5,0,1400
12,1,0,0,0,0.5,0,2700
15,0,0,1,0.25,0.5,0.25,795
12,1,0,0.5,0.5,0,0.5,827
38,1,0,1,-0.25,0.5,0.25,8400
6,1,1,0,0,0.5,0,940
4,1,1,0,0,0.5,0,2200
4,60,1,0.4,-0.4,0.1,0.4,5000
9,1,0,0.1,0.2,0.4,0.2,2500
32,11,0,0,0,0.5,0,8400
10,1,0,0,0,0.5,0,7200
8,61,1,0,0,0.5,0,1500
15,0,11,0.1,0.1,0.4,0.1,1100
6,1,0,1,0.3,0.5,0.3,1500
6,0,1,0.7,0.4,0.2,0.4,1800
71,1,0,0,0,0.5,0,1400
12,1,0,0,0,0.5,0,1800
10,1,0,0.1,0,0.4,0,1600
8,0,0,0.642857143,0.214285714,0.142857143,0.214285714,4400
1,0,1,0.454545455,0.136363636,0.045454545,0.136363636,1300
4,1,1,0,0,0.5,0,926
8,1,0,0.6,-0.3,0.1,0.3,1800
1,1,0,1,0.4,0.5,0.4,3000
5,1,0,0.3,1,0.2,1,8800
6,0,0,0,0,0.5,0,3700
2,1,0,0,0,0.5,0,2300
11,1,0,0.454545455,0.136363636,0.045454545,0.136363636,1800
1,1,0,0.5,0.5,0,0.5,7000
5,1,0,0,0,0.5,0,715
4,1,0,0.227272727,0.068181818,0.272727273,0.068181818,904
6,0,26,0,0,0.5,0,1400
5,1,0,0.428571429,0.214285714,0.071428571,0.214285714,869
4,1,0,0.1,0,0.4,0,1700
69,32,0,0,0,0.5,0,1300
2,1,0,0.5,0.35,0,0.35,2300
3,0,1,0,0,0.5,0,1000
14,0,1,0.85,0.7,0.35,0.7,2500
12,1,0,0,0,0.5,0,2200
13,1,0,0.9,-0.6,0.4,0.6,821
36,9,0,0,0,0.5,0,1700
4,0,1,0.8,-0.4,0.3,0.4,1300
3,0,16,1,1,0.5,1,1300
4,1,0,0.5,0.5,0,0.5,2600
5,98,1,0,0,0.5,0,1200
32,12,2,0,0,0.5,0,810
4,0,1,0.5,0.2,0,0.2,2300
4,1,0,0.225,-0.2,0.275,0.2,1400
9,1,0,0.454545455,0.136363636,0.045454545,0.136363636,1000
3,1,0,0,0,0.5,0,1200
9,1,0,0,0,0.5,0,1300
3,0,2,0.125,0,0.375,0,26400
18,1,0,0,0,0.5,0,1100
19,0,11,1,0.5,0.5,0.5,2100
3,1,0,0.066666667,-0.166666667,0.433333333,0.166666667,1500
7,0,0,0.414772727,0.005681818,0.085227273,0.005681818,676
4,1,0,0,0,0.5,0,1300
9,1,0,0.5,0.136363636,0,0.136363636,2500
14,1,10,0.333333333,0.25,0.166666667,0.25,2100
5,18,0,0.5,0.5,0,0.5,1300
14,1,0,0,0,0.5,0,12300
5,1,0,0.9,-0.5,0.4,0.5,1100
6,0,0,0.375,-0.125,0.125,0.125,1100
17,19,0,0,0,0.5,0,1400
3,0,1,0.454545455,0.136363636,0.045454545,0.136363636,1800
13,1,0,0,0,0.5,0,2400
8,1,1,0.454545455,0.136363636,0.045454545,0.136363636,1500
12,0,0,0,0,0.5,0,1200
3,1,1,0.4,-0.4,0.1,0.4,1400
5,0,10,0.7,-0.1,0.2,0.1,1100
5,0,0,0,0,0.5,0,3700
70,1,0,1,0.666666667,0.5,0.666666667,2900
5,0,0,0.4,0.8,0.1,0.8,993
4,0,2,0.7,-0.1,0.2,0.1,3600
21,1,0,0.1,0,0.4,0,15500
8,1,0,0,0,0.5,0,4200
15,1,0,0,0,0.5,0,2800
7,9,0,0,0,0.5,0,2600
47,1,1,0,0,0.5,0,913
18,13,1,0,0,0.5,0,1200
7,1,0,0,0,0.5,0,1500
12,1,0,0.2,0.1,0.3,0.1,3100
8,1,1,0,0.3,0.5,0.3,1200
7,1,1,1,0,0.5,0,2200
6,1,0,0,0,0.5,0,2000
4,1,0,0,0,0.5,0,3200
6,0,1,0,0,0.5,0,1400
9,1,0,0,0,0.5,0,788
2,18,1,0,0,0.5,0,20500
9,1,1,0,0,0.5,0,1100
5,1,0,0.1,0,0.4,0,1100
10,0,0,0.4,-0.3,0.1,0.3,2200
4,1,0,0.454545455,0.136363636,0.045454545,0.136363636,2400
16,1,0,0.066666667,0.033333333,0.433333333,0.033333333,2600
3,1,0,0,0,0.5,0,16100
8,1,0,0.7,0.4,0.2,0.4,1300
14,1,1,0.75,0.375,0.25,0.375,2100
6,9,0,0,0,0.5,0,1200
8,0,1,0.2,0.3,0.3,0.3,1900
7,8,1,0,0,0.5,0,2100
18,16,0,0.6,0,0.1,0,6200
14,1,0,0,0,0.5,0,1600
3,1,0,0.333333333,0.25,0.166666667,0.25,1100
13,0,0,0,-0.05,0.5,0.05,2100
3,1,0,0.066666667,0.033333333,0.433333333,0.033333333,6300
6,1,0,0.7,-0.4,0.2,0.4,1600
8,1,0,0.5,0.5,0,0.5,1800
4,0,0,0,0,0.5,0,1200
7,1,0,0,0,0.5,0,3300
10,1,0,0,0,0.5,0,1300
9,6,0,0,0,0.5,0,1200
13,1,0,0,0,0.5,0,1800
0,0,0,0,0,0.5,0,1800
11,8,0,0,0,0.5,0,2000
5,0,1,0.454545455,0.136363636,0.045454545,0.136363636,3600
12,11,0,0,0,0.5,0,2400
57,1,0,0,0,0.5,0,3600
3,0,0,0.8,-0.5,0.3,0.5,6300
4,1,0,0,0,0.5,0,12300
3,0,0,0,0,0.5,0,2800
10,1,0,0,0,0.5,0,3200
3,0,1,0,0,0.5,0,2700
17,11,0,0,0,0.5,0,2200
4,1,0,0,0,0.5,0,2000
12,10,0,0.85,0.25,0.35,0.25,14800
4,1,10,0,0,0.5,0,7100
20,11,0,0.5,0.5,0,0.5,7600
26,10,0,0.4375,0.1875,0.0625,0.1875,2400
19,1,0,0,0,0.5,0,4600
4,0,0,0.375,-0.125,0.125,0.125,2000
1,0,1,0,0,0.5,0,4800
9,7,0,0.5,0.5,0,0.5,2300
34,30,0,0.3,0.15,0.2,0.15,1100
5,1,1,0,0,0.5,0,1500
12,1,0,0,0,0.5,0,1700
2,0,1,0.4,0.133333333,0.1,0.133333333,2200
6,1,4,0,0,0.5,0,10700
5,16,0,0.166666667,0.083333333,0.333333333,0.083333333,15900
15,1,0,0,0,0.5,0,6000
9,1,0,0,0,0.5,0,1600
3,34,0,0,0,0.5,0,2300
9,1,0,0,0,0.5,0,4500
8,1,0,0,0,0.5,0,1300
3,0,0,0,0,0.5,0,1200
4,0,1,1,0.5,0.5,0.5,1900
15,13,6,0.75,0.5,0.25,0.5,2300
11,1,1,0.5,0.136363636,0,0.136363636,1600
7,0,0,0,0,0.5,0,1800
1,1,0,1,1,0.5,1,2100
1,0,1,0.3,1,0.2,1,1500
11,0,1,0,0,0.5,0,2400
1,0,1,0.25,0,0.25,0,699
3,1,0,0.4,-0.1,0.1,0.1,1600
6,0,0,0.375,-0.125,0.125,0.125,959
3,0,1,0,0,0.5,0,994
38,30,0,0.4,0.1,0.1,0.1,2200
15,1,0,0,0,0.5,0,1300
13,0,0,1,0.6,0.5,0.6,4300
8,1,0,0.577777778,0.45,0.077777778,0.45,1300
4,0,1,0,0,0.5,0,2600
13,7,0,0,0,0.5,0,2700
6,1,0,0,0,0.5,0,1900
16,10,1,0.1,0,0.4,0,1200
20,8,1,0.6,0.5,0.1,0.5,1800
15,1,1,0.583333333,0.416666667,0.083333333,0.416666667,1400
4,0,1,0,0,0.5,0,1400
21,0,0,0.5,0.5,0,0.5,955
15,10,0,0.3,-0.2,0.2,0.2,1500
18,11,0,0.377272727,0.118181818,0.122727273,0.118181818,1100
6,8,1,0,0,0.5,0,3700
7,1,0,0,0,0.5,0,1600
5,1,0,0,0,0.5,0,3900
5,0,26,1,-1,0.5,1,9400
12,1,0,0,0,0.5,0,1400
11,1,0,0,0,0.5,0,2200
3,1,0,0.5,0.136363636,0,0.136363636,1100
22,20,0,0,0,0.5,0,3000
15,11,0,0,0,0.5,0,2200
14,9,1,0,0,0.5,0,4500
7,1,0,0.2,0.2,0.3,0.2,1200
9,1,0,0,0,0.5,0,1200
11,0,15,0,0,0.5,0,12800
14,1,0,0,0,0.5,0,835
6,1,0,0,0,0.5,0,954
93,1,0,0,0,0.5,0,2600
1,1,0,0.333333333,0.25,0.166666667,0.25,2600
2,1,0,0.1,-0.1,0.4,0.1,1900
5,0,1,0,0,0.5,0,2200
23,1,0,0,0,0.5,0,1600
8,0,1,0,0,0.5,0,14200
12,0,11,0.4,-0.4,0.1,0.4,995
3,8,1,0.7,-0.4,0.2,0.4,1900
3,1,0,0,0,0.5,0,2300
19,0,16,0,0,0.5,0,2000
9,0,0,0.433333333,-0.166666667,0.066666667,0.166666667,1200
2,1,0,0.454545455,0.136363636,0.045454545,0.136363636,1100
12,1,0,0,0,0.5,0,1600
6,1,0,0.066666667,0.033333333,0.433333333,0.033333333,2200
11,1,0,0.033333333,0.066666667,0.466666667,0.066666667,984
7,1,0,0,0,0.5,0,1700
3,0,0,0,0,0.5,0,1900
